,usdrub,gold,cb_key_rate,fed_rate,imoex_open,imoex_close,ru_cpi,us_cpi,workday
20.06.2021,,,,0.15,,,100.69,99.21828510602123,day off
21.06.2021,,,5.5,0.15,3797.23,3813.45,100.69,99.21828510602123,workday
22.06.2021,73.1987,4194.8,5.5,0.15,3831.61,3821.68,100.69,99.21828510602123,workday
23.06.2021,73.1661,4185.05,5.5,0.15,3836.12,3837.15,100.69,99.21828510602123,workday
24.06.2021,72.6671,4165.39,5.5,0.15,3833.73,3823.44,100.69,99.21828510602123,workday
25.06.2021,72.326,4139.56,5.5,0.15,3818.97,3831.84,100.69,99.21828510602123,workday
26.06.2021,72.1694,4137.67,,0.15,,,100.69,99.21828510602123,day off
27.06.2021,,,,0.15,,,100.69,99.21828510602123,day off
28.06.2021,,,5.5,0.15,3833.72,3825.57,100.69,99.21828510602123,workday
29.06.2021,72.1777,4117.26,5.5,0.15,3817.72,3790.85,100.69,99.21828510602123,workday
30.06.2021,72.3723,4117.54,5.5,0.15,3799.42,3841.85,100.69,99.21828510602123,workday
01.07.2021,72.7234,4109.93,5.5,0.15,3843.28,3858.32,100.31,99.55660057991493,workday
02.07.2021,72.9086,4158.37,5.5,0.15,3853.81,3865.42,100.31,99.55660057991493,workday
03.07.2021,73.6175,4221.29,,0.15,,,100.31,99.55660057991493,day off
04.07.2021,,,,0.15,,,100.31,99.55660057991493,day off
05.07.2021,,,5.5,0.15,3874.81,3882.59,100.31,99.55660057991493,workday
06.07.2021,73.354,4223.75,5.5,0.15,3896.82,3884.3,100.31,99.55660057991493,workday
07.07.2021,73.266,4258.37,5.5,0.15,3881.88,3895.1,100.31,99.55660057991493,workday
08.07.2021,74.058,4295.95,5.5,0.15,3882.15,3861.08,100.31,99.55660057991493,workday
09.07.2021,75.1952,4376.42,5.5,0.15,3865.62,3855.31,100.31,99.55660057991493,workday
10.07.2021,74.4675,4317.67,,0.15,,,100.31,99.55660057991493,day off
11.07.2021,,,,0.15,,,100.31,99.55660057991493,day off
12.07.2021,,,5.5,0.15,3864.26,3875.61,100.31,99.55660057991493,workday
13.07.2021,74.6336,4326.22,5.5,0.15,3888.32,3877.03,100.31,99.55660057991493,workday
14.07.2021,74.0589,4304.58,5.5,0.15,3851.16,3832.85,100.31,99.55660057991493,workday
15.07.2021,74.1236,4320.73,5.5,0.15,3826.45,3799.97,100.31,99.55660057991493,workday
16.07.2021,74.2197,4371.55,5.5,0.15,3795.03,3770.15,100.31,99.55660057991493,workday
17.07.2021,74.1656,4344.52,,0.15,,,100.31,99.55660057991493,day off
18.07.2021,,,,0.15,,,100.31,99.55660057991493,day off
19.07.2021,,,5.5,0.15,3743.97,3693.42,100.31,99.55660057991493,workday
20.07.2021,74.3463,4310.29,5.5,0.15,3707.23,3704.4,100.31,99.55660057991493,workday
21.07.2021,74.491,4347.53,5.5,0.15,3718.92,3722.96,100.31,99.55660057991493,workday
22.07.2021,74.4947,4325.24,5.5,0.15,3746.35,3754.44,100.31,99.55660057991493,workday
23.07.2021,73.6945,4258.64,5.5,0.15,3760.33,3734.54,100.31,99.55660057991493,workday
24.07.2021,73.7663,4276.19,,0.15,,,100.31,99.55660057991493,day off
25.07.2021,,,,0.15,,,100.31,99.55660057991493,day off
26.07.2021,,,6.5,0.15,3724.2,3750.1,100.31,99.55660057991493,workday
27.07.2021,74.098,4307.56,6.5,0.15,3756.79,3733.1,100.31,99.55660057991493,workday
28.07.2021,73.8471,4266.86,6.5,0.15,3747.25,3782.28,100.31,99.55660057991493,workday
29.07.2021,73.6088,4258.18,6.5,0.15,3794.4,3804.33,100.31,99.55660057991493,workday
30.07.2021,73.1904,4281.39,6.5,0.15,3789.33,3771.58,100.31,99.55660057991493,workday
31.07.2021,73.1388,4299.07,,0.15,,,100.31,99.55660057991493,day off
01.08.2021,,,,0.15,,,100.17,99.59467878476931,day off
02.08.2021,,,6.5,0.15,3791.22,3788.1,100.17,99.59467878476931,workday
03.08.2021,73.0156,4243.23,6.5,0.15,3782.41,3793.69,100.17,99.59467878476931,workday
04.08.2021,72.8724,4239.95,6.5,0.15,3808.44,3810.62,100.17,99.59467878476931,workday
05.08.2021,72.7857,4241.34,6.5,0.15,3803.91,3833.75,100.17,99.59467878476931,workday
06.08.2021,73.168,4260.67,6.5,0.15,3836.49,3805.36,100.17,99.59467878476931,workday
07.08.2021,73.1304,4230.86,,0.15,,,100.17,99.59467878476931,day off
08.08.2021,,,,0.15,,,100.17,99.59467878476931,day off
09.08.2021,,,6.5,0.15,3795.48,3835.11,100.17,99.59467878476931,workday
10.08.2021,73.5078,4115.74,6.5,0.15,3847.12,3862.32,100.17,99.59467878476931,workday
11.08.2021,73.5962,4092.41,6.5,0.15,3875.23,3877.37,100.17,99.59467878476931,workday
12.08.2021,73.9695,4123.87,6.5,0.15,3879.01,3888.86,100.17,99.59467878476931,workday
13.08.2021,73.5671,4152.17,6.5,0.15,3882.62,3873.0,100.17,99.59467878476931,workday
14.08.2021,73.4721,4151.89,,0.15,,,100.17,99.59467878476931,day off
15.08.2021,,,,0.15,,,100.17,99.59467878476931,day off
16.08.2021,,,6.5,0.15,3862.32,3895.31,100.17,99.59467878476931,workday
17.08.2021,73.392,4190.07,6.5,0.15,3893.85,3943.01,100.17,99.59467878476931,workday
18.08.2021,73.4753,4238.06,6.5,0.15,3948.43,3925.17,100.17,99.59467878476931,workday
19.08.2021,73.4633,4223.31,6.5,0.15,3883.2,3853.98,100.17,99.59467878476931,workday
20.08.2021,74.1503,4263.04,6.5,0.15,3868.79,3832.7,100.17,99.59467878476931,workday
21.08.2021,74.364,4262.78,,0.15,,,100.17,99.59467878476931,day off
22.08.2021,,,,0.15,,,100.17,99.59467878476931,day off
23.08.2021,,,6.5,0.15,3861.99,3883.01,100.17,99.59467878476931,workday
24.08.2021,74.0666,4255.14,6.5,0.15,3897.56,3888.87,100.17,99.59467878476931,workday
25.08.2021,73.9465,4286.39,6.5,0.15,3891.8,3886.64,100.17,99.59467878476931,workday
26.08.2021,73.7428,4255.03,6.5,0.15,3876.99,3851.57,100.17,99.59467878476931,workday
27.08.2021,73.9908,4243.41,6.5,0.15,3864.11,3887.38,100.17,99.59467878476931,workday
28.08.2021,73.9866,4271.0,,0.15,,,100.17,99.59467878476931,day off
29.08.2021,,,,0.15,,,100.17,99.59467878476931,day off
30.08.2021,,,6.5,0.15,3900.96,3928.5,100.17,99.59467878476931,workday
31.08.2021,73.5744,4254.3,6.5,0.15,3934.1,3918.96,100.17,99.59467878476931,workday
01.09.2021,73.2781,4274.39,6.5,0.15,3924.32,3971.02,100.6,99.57741544659669,workday
02.09.2021,73.1912,4268.38,6.5,0.15,3983.68,3990.77,100.6,99.57741544659669,workday
03.09.2021,72.8491,4251.36,6.5,0.15,3976.62,4001.7,100.6,99.57741544659669,workday
04.09.2021,72.8545,4244.41,,0.15,,,100.6,99.57741544659669,day off
05.09.2021,,,,0.15,,,100.6,99.57741544659669,day off
06.09.2021,,,6.5,0.15,4004.61,4028.25,100.6,99.57741544659669,workday
07.09.2021,72.9538,4277.87,6.5,0.15,4036.41,4010.16,100.6,99.57741544659669,workday
08.09.2021,73.1909,4260.95,6.5,0.15,4015.35,4017.37,100.6,99.57741544659669,workday
09.09.2021,73.4421,4245.35,6.5,0.15,4007.82,3993.56,100.6,99.57741544659669,workday
10.09.2021,73.129,4221.14,6.5,0.15,3993.53,4002.66,100.6,99.57741544659669,workday
11.09.2021,72.76,4210.48,,0.15,,,100.6,99.57741544659669,day off
12.09.2021,,,,0.15,,,100.6,99.57741544659669,day off
13.09.2021,,,6.75,0.15,4012.97,4041.16,100.6,99.57741544659669,workday
14.09.2021,73.0841,4200.92,6.75,0.15,4051.81,4055.7,100.6,99.57741544659669,workday
15.09.2021,72.7171,4181.7,6.75,0.15,4059.08,4065.53,100.6,99.57741544659669,workday
16.09.2021,72.852,4219.32,6.75,0.15,4069.19,4045.1,100.6,99.57741544659669,workday
17.09.2021,72.4329,4148.59,6.75,0.15,4043.51,4035.17,100.6,99.57741544659669,workday
18.09.2021,72.5602,4120.07,,0.15,,,100.6,99.57741544659669,day off
19.09.2021,,,,0.15,,,100.6,99.57741544659669,day off
20.09.2021,,,6.75,0.15,3988.45,3969.61,100.6,99.57741544659669,workday
21.09.2021,73.3315,4142.76,6.75,0.15,3980.02,3970.48,100.6,99.57741544659669,workday
22.09.2021,73.2067,4157.6,6.75,0.15,4001.79,4030.98,100.6,99.57741544659669,workday
23.09.2021,72.8806,4159.94,6.75,0.15,4051.36,4052.14,100.6,99.57741544659669,workday
24.09.2021,72.7245,4140.97,6.75,0.15,4055.37,4038.23,100.6,99.57741544659669,workday
25.09.2021,73.0081,4119.8,,0.15,,,100.6,99.57741544659669,day off
26.09.2021,,,,0.15,,,100.6,99.57741544659669,day off
27.09.2021,,,6.75,0.15,4069.55,4081.22,100.6,99.57741544659669,workday
28.09.2021,72.6613,4086.21,6.75,0.15,4109.66,4065.46,100.6,99.57741544659669,workday
29.09.2021,72.5083,4055.46,6.75,0.15,4045.16,4058.37,100.6,99.57741544659669,workday
30.09.2021,72.7608,4074.26,6.75,0.15,4079.46,4103.52,100.6,99.57741544659669,workday
01.10.2021,72.6642,4043.86,6.75,0.15,4078.59,4086.99,101.11,99.09808261187176,workday
02.10.2021,72.9215,4115.97,,0.15,,,101.11,99.09808261187176,day off
03.10.2021,,,,0.15,,,101.11,99.09808261187176,day off
04.10.2021,,,6.75,0.15,4106.89,4112.72,101.11,99.09808261187176,workday
05.10.2021,72.9239,4107.31,6.75,0.15,4129.53,4223.85,101.11,99.09808261187176,workday
06.10.2021,72.5686,4101.65,6.75,0.15,4263.87,4171.71,101.11,99.09808261187176,workday
07.10.2021,72.5682,4078.88,6.75,0.15,4222.78,4228.02,101.11,99.09808261187176,workday
08.10.2021,72.2854,4086.92,6.75,0.15,4233.58,4238.0,101.11,99.09808261187176,workday
09.10.2021,71.9882,4067.69,,0.15,,,101.11,99.09808261187176,day off
10.10.2021,,,,0.15,,,101.11,99.09808261187176,day off
11.10.2021,,,6.75,0.15,4259.38,4279.87,101.11,99.09808261187176,workday
12.10.2021,71.6373,4036.46,6.75,0.15,4259.03,4263.8,101.11,99.09808261187176,workday
13.10.2021,71.8801,4065.28,6.75,0.15,4260.44,4243.92,101.11,99.09808261187176,workday
14.10.2021,71.8577,4083.3,6.75,0.15,4280.76,4259.13,101.11,99.09808261187176,workday
15.10.2021,71.7846,4147.69,6.75,0.15,4278.51,4261.82,101.11,99.09808261187176,workday
16.10.2021,71.2371,4080.1,,0.15,,,101.11,99.09808261187176,day off
17.10.2021,,,,0.15,,,101.11,99.09808261187176,day off
18.10.2021,,,6.75,0.15,4254.91,4248.33,101.11,99.09808261187176,workday
19.10.2021,71.1714,4032.86,6.75,0.15,4256.24,4276.26,101.11,99.09808261187176,workday
20.10.2021,70.9674,4059.97,6.75,0.15,4284.91,4287.52,101.11,99.09808261187176,workday
21.10.2021,71.0555,4062.16,6.75,0.15,4276.94,4218.63,101.11,99.09808261187176,workday
22.10.2021,70.9904,4074.76,6.75,0.15,4218.5,4196.96,101.11,99.09808261187176,workday
23.10.2021,70.8623,4083.35,,0.15,,,101.11,99.09808261187176,day off
24.10.2021,,,,0.15,,,101.11,99.09808261187176,day off
25.10.2021,,,7.5,0.15,4216.43,4254.98,101.11,99.09808261187176,workday
26.10.2021,70.1345,4056.97,7.5,0.15,4254.59,4235.87,101.11,99.09808261187176,workday
27.10.2021,69.5526,4029.35,7.5,0.15,4216.76,4229.53,101.11,99.09808261187176,workday
28.10.2021,69.8104,4003.77,7.5,0.15,4210.78,4189.66,101.11,99.09808261187176,workday
29.10.2021,70.5207,4077.04,7.5,0.15,4186.35,4150.0,101.11,99.09808261187176,workday
30.10.2021,70.52,4072.7,,0.15,,,101.11,99.09808261187176,day off
31.10.2021,,,,0.15,,,101.11,99.09808261187176,day off
01.11.2021,,,7.5,0.15,4155.24,4221.49,100.96,99.21459863442776,day off
02.11.2021,71.0863,4083.12,7.5,0.15,4235.89,4207.53,100.96,99.21459863442776,day off
03.11.2021,71.4783,4117.01,7.5,0.15,4192.14,4184.87,100.96,99.21459863442776,day off
04.11.2021,71.4876,4095.36,,0.15,,,100.96,99.21459863442776,day off
05.11.2021,,,7.5,0.15,4179.03,4174.76,100.96,99.21459863442776,day off
06.11.2021,,,,0.15,,,100.96,99.21459863442776,day off
07.11.2021,,,,0.15,,,100.96,99.21459863442776,day off
08.11.2021,,,7.5,0.15,4203.65,4218.27,100.96,99.21459863442776,workday
09.11.2021,71.3975,4173.18,7.5,0.15,4207.59,4187.33,100.96,99.21459863442776,workday
10.11.2021,71.2866,4181.37,7.5,0.15,4192.62,4172.47,100.96,99.21459863442776,workday
11.11.2021,70.695,4147.92,7.5,0.15,4141.62,4189.35,100.96,99.21459863442776,workday
12.11.2021,71.1964,4255.85,7.5,0.15,4181.7,4121.66,100.96,99.21459863442776,workday
13.11.2021,71.8118,4271.28,,0.15,,,100.96,99.21459863442776,day off
14.11.2021,,,,0.15,,,100.96,99.21459863442776,day off
15.11.2021,,,7.5,0.15,4121.5,4135.14,100.96,99.21459863442776,workday
16.11.2021,72.2724,4330.74,7.5,0.15,4147.69,4120.02,100.96,99.21459863442776,workday
17.11.2021,72.5553,4367.41,7.5,0.15,4120.23,4149.02,100.96,99.21459863442776,workday
18.11.2021,72.8228,4351.2,7.5,0.15,4120.81,4093.85,100.96,99.21459863442776,workday
19.11.2021,72.6022,4342.8,7.5,0.15,4121.74,4016.47,100.96,99.21459863442776,workday
20.11.2021,72.7617,4354.45,,0.15,,,100.96,99.21459863442776,day off
21.11.2021,,,,0.15,,,100.96,99.21459863442776,day off
22.11.2021,,,7.5,0.15,4008.13,3872.77,100.96,99.21459863442776,workday
23.11.2021,73.4506,4347.74,7.5,0.15,3832.33,3960.33,100.96,99.21459863442776,workday
24.11.2021,74.8327,4324.17,7.5,0.15,4001.89,3950.56,100.96,99.21459863442776,workday
25.11.2021,74.3726,4282.04,7.5,0.15,3964.25,3947.82,100.96,99.21459863442776,workday
26.11.2021,74.6004,4294.8,7.5,0.15,3852.99,3810.98,100.96,99.21459863442776,workday
27.11.2021,75.5873,4398.15,,0.15,,,100.96,99.21459863442776,day off
28.11.2021,,,,0.15,,,100.96,99.21459863442776,day off
29.11.2021,,,7.5,0.15,3872.19,3879.54,100.96,99.21459863442776,workday
30.11.2021,74.9818,4327.24,7.5,0.15,3828.25,3890.59,100.96,99.21459863442776,workday
01.12.2021,74.8926,4328.35,7.5,0.15,3907.17,3959.29,100.82,99.22531124615949,workday
02.12.2021,73.9746,4249.61,7.5,0.15,3940.09,3947.54,100.82,99.22531124615949,workday
03.12.2021,74.0637,4228.3,7.5,0.15,3967.88,3913.06,100.82,99.22531124615949,workday
04.12.2021,73.7426,4204.75,,0.15,,,100.82,99.22531124615949,day off
05.12.2021,,,,0.15,,,100.82,99.22531124615949,day off
06.12.2021,,,7.5,0.15,3937.15,3810.1,100.82,99.22531124615949,workday
07.12.2021,73.6694,4218.93,7.5,0.15,3860.83,3873.2,100.82,99.22531124615949,workday
08.12.2021,74.1399,4242.07,7.5,0.15,3904.84,3773.61,100.82,99.22531124615949,workday
09.12.2021,73.8453,4249.31,7.5,0.15,3801.67,3813.29,100.82,99.22531124615949,workday
10.12.2021,73.5998,4220.04,7.5,0.15,3806.97,3760.23,100.82,99.22531124615949,workday
11.12.2021,73.6059,4193.17,,0.15,,,100.82,99.22531124615949,day off
12.12.2021,,,,0.15,,,100.82,99.22531124615949,day off
13.12.2021,,,7.5,0.15,3790.1,3618.31,100.82,99.22531124615949,workday
14.12.2021,73.4107,4211.67,7.5,0.15,3533.82,3619.39,100.82,99.22531124615949,workday
15.12.2021,73.4698,4210.1,7.5,0.15,3653.16,3621.82,100.82,99.22531124615949,workday
16.12.2021,73.851,4201.2,7.5,0.15,3705.57,3750.36,100.82,99.22531124615949,workday
17.12.2021,73.5708,4222.51,7.5,0.15,3725.04,3723.27,100.82,99.22531124615949,workday
18.12.2021,73.733,4284.8,,0.15,,,100.82,99.22531124615949,day off
19.12.2021,,,,0.15,,,100.82,99.22531124615949,day off
20.12.2021,,,8.5,0.15,3657.65,3669.05,100.82,99.22531124615949,workday
21.12.2021,74.2947,4293.32,8.5,0.15,3705.33,3693.02,100.82,99.22531124615949,workday
22.12.2021,73.8206,4262.24,8.5,0.15,3715.2,3746.75,100.82,99.22531124615949,workday
23.12.2021,73.7901,4246.37,8.5,0.15,3745.52,3704.6,100.82,99.22531124615949,workday
24.12.2021,73.3583,4258.43,8.5,0.15,3700.34,3702.72,100.82,99.22531124615949,workday
25.12.2021,73.1886,4202.69,,0.15,,,100.82,99.22531124615949,day off
26.12.2021,,,,0.15,,,100.82,99.22531124615949,day off
27.12.2021,,,8.5,0.15,3711.77,3740.63,100.82,99.22531124615949,workday
28.12.2021,73.2329,4205.24,8.5,0.15,3766.5,3777.56,100.82,99.22531124615949,workday
29.12.2021,73.4959,4220.34,8.5,0.15,3756.54,3741.07,100.82,99.22531124615949,workday
30.12.2021,73.6514,4253.66,8.5,0.15,3753.92,3787.26,100.82,99.22531124615949,workday
31.12.2021,74.2926,4297.62,,0.15,,,100.82,99.22531124615949,day off
01.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
02.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
03.01.2022,,,8.5,0.15,3825.3,3852.5,100.99,99.39419460083016,day off
04.01.2022,,,8.5,0.15,3880.2,3873.49,100.99,99.39419460083016,day off
05.01.2022,,,8.5,0.15,3857.9,3815.05,100.99,99.39419460083016,day off
06.01.2022,,,8.5,0.15,3758.68,3753.29,100.99,99.39419460083016,day off
07.01.2022,,,,0.15,3772.04,3772.04,100.99,99.39419460083016,day off
08.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
09.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
10.01.2022,,,8.5,0.15,3798.43,3738.68,100.99,99.39419460083016,workday
11.01.2022,75.1315,4349.29,8.5,0.15,3764.56,3785.29,100.99,99.39419460083016,workday
12.01.2022,74.8355,4343.34,8.5,0.15,3797.31,3829.95,100.99,99.39419460083016,workday
13.01.2022,74.5277,4352.31,8.5,0.15,3814.98,3674.73,100.99,99.39419460083016,workday
14.01.2022,74.5686,4369.08,8.5,0.15,3703.9,3596.98,100.99,99.39419460083016,workday
15.01.2022,75.7668,4438.92,,0.15,,,100.99,99.39419460083016,day off
16.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
17.01.2022,,,8.5,0.15,3633.01,3560.35,100.99,99.39419460083016,workday
18.01.2022,76.0404,4449.57,8.5,0.15,3527.77,3328.94,100.99,99.39419460083016,workday
19.01.2022,76.3347,4444.09,8.5,0.15,3290.31,3436.82,100.99,99.39419460083016,workday
20.01.2022,76.8697,4491.8,8.5,0.15,3519.02,3516.02,100.99,99.39419460083016,workday
21.01.2022,76.4408,4513.92,8.5,0.15,3420.12,3439.25,100.99,99.39419460083016,workday
22.01.2022,76.6903,4522.62,,0.15,,,100.99,99.39419460083016,day off
23.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
24.01.2022,,,8.5,0.15,3426.19,3235.28,100.99,99.39419460083016,workday
25.01.2022,77.3649,4572.35,8.5,0.15,3316.98,3258.74,100.99,99.39419460083016,workday
26.01.2022,78.6422,4641.26,8.5,0.15,3341.71,3357.66,100.99,99.39419460083016,workday
27.01.2022,78.9437,4683.3,8.5,0.15,3296.47,3455.93,100.99,99.39419460083016,workday
28.01.2022,78.947,4608.11,8.5,0.15,3508.57,3488.6,100.99,99.39419460083016,workday
29.01.2022,77.8174,4478.88,,0.15,,,100.99,99.39419460083016,day off
30.01.2022,,,,0.15,,,100.99,99.39419460083016,day off
31.01.2022,,,8.5,0.15,3524.11,3530.38,100.99,99.39419460083016,workday
01.02.2022,77.4702,4459.89,8.5,0.15,3564.55,3548.17,101.17,99.293419064685,workday
02.02.2022,77.1302,4479.74,8.5,0.15,3574.87,3543.8,101.17,99.293419064685,workday
03.02.2022,76.4849,4431.2,8.5,0.15,3498.76,3471.18,101.17,99.293419064685,workday
04.02.2022,76.6501,4445.08,8.5,0.15,3499.32,3471.01,101.17,99.293419064685,workday
05.02.2022,76.0509,4436.74,,0.15,,,101.17,99.293419064685,day off
06.02.2022,,,,0.15,,,101.17,99.293419064685,day off
07.02.2022,,,8.5,0.15,3511.39,3470.78,101.17,99.293419064685,workday
08.02.2022,75.6806,4406.86,8.5,0.15,3497.18,3551.65,101.17,99.293419064685,workday
09.02.2022,75.3042,4408.79,8.5,0.15,3593.0,3638.93,101.17,99.293419064685,workday
10.02.2022,74.8015,4396.44,8.5,0.15,3628.51,3655.76,101.17,99.293419064685,workday
11.02.2022,74.7241,4401.98,8.5,0.15,3579.69,3546.62,101.17,99.293419064685,workday
12.02.2022,74.9867,4402.86,,0.15,,,101.17,99.293419064685,day off
13.02.2022,,,,0.15,,,101.17,99.293419064685,day off
14.02.2022,,,9.5,0.15,3442.82,3481.38,101.17,99.293419064685,workday
15.02.2022,76.5762,4568.94,9.5,0.15,3532.0,3600.29,101.17,99.293419064685,workday
16.02.2022,76.166,4542.75,9.5,0.15,3682.94,3646.41,101.17,99.293419064685,workday
17.02.2022,75.0141,4472.36,9.5,0.15,3588.27,3511.08,101.17,99.293419064685,workday
18.02.2022,75.7527,4594.7,9.5,0.15,3547.04,3393.31,101.17,99.293419064685,workday
19.02.2022,75.7619,4596.23,,0.15,,,101.17,99.293419064685,day off
20.02.2022,,,,0.15,,,101.17,99.293419064685,day off
21.02.2022,,,9.5,0.15,3458.73,3036.88,101.17,99.293419064685,workday
22.02.2022,76.7671,4678.19,9.5,0.15,2909.4,3084.74,101.17,99.293419064685,workday
23.02.2022,80.4194,4899.6,9.5,0.15,,,101.17,99.293419064685,day off
24.02.2022,,,9.5,0.15,2735.88,2058.12,101.17,99.293419064685,workday
25.02.2022,86.9288,5501.19,9.5,0.15,2261.33,2470.48,101.17,99.293419064685,workday
26.02.2022,83.5485,5136.31,,0.15,,,101.17,99.293419064685,day off
27.02.2022,,,,0.15,,,101.17,99.293419064685,day off
28.02.2022,,,20.0,0.15,,,101.17,99.293419064685,workday
01.03.2022,93.5589,5725.1,20.0,0.15,,,107.61,99.00442477876106,workday
02.03.2022,91.7457,5664.73,20.0,0.15,,,107.61,99.00442477876106,workday
03.03.2022,103.2487,6393.4,20.0,0.15,,,107.61,99.00442477876106,workday
04.03.2022,111.7564,6953.99,20.0,0.15,,,107.61,99.00442477876106,workday
05.03.2022,105.8124,6612.7,20.0,0.15,,,107.61,99.00442477876106,workday
06.03.2022,105.8124,6617.8,,0.15,,,107.61,99.00442477876106,day off
07.03.2022,,,,0.15,,,107.61,99.00442477876106,day off
08.03.2022,,,,0.15,,,107.61,99.00442477876106,day off
09.03.2022,,,20.0,0.15,,,107.61,99.00442477876106,workday
10.03.2022,116.0847,7610.16,20.0,0.15,,,107.61,99.00442477876106,workday
11.03.2022,120.3785,7731.42,20.0,0.15,,,107.61,99.00442477876106,workday
12.03.2022,116.7517,7475.21,,0.15,,,107.61,99.00442477876106,day off
13.03.2022,,,,0.15,,,107.61,99.00442477876106,day off
14.03.2022,,,20.0,0.15,,,107.61,99.00442477876106,workday
15.03.2022,115.1963,7265.07,20.0,0.15,,,107.61,99.00442477876106,workday
16.03.2022,111.4823,6913.1,20.0,0.15,,,107.61,99.00442477876106,workday
17.03.2022,108.0521,6665.65,20.0,0.4,,,107.61,99.00442477876106,workday
18.03.2022,104.8012,6541.42,20.0,0.4,,,107.61,99.00442477876106,workday
19.03.2022,103.9524,6460.03,,0.4,,,107.61,99.00442477876106,day off
20.03.2022,,,,0.4,,,107.61,99.00442477876106,day off
21.03.2022,,,20.0,0.4,,,107.61,99.00442477876106,workday
22.03.2022,104.6819,6478.95,20.0,0.4,,,107.61,99.00442477876106,workday
23.03.2022,104.0741,6455.72,20.0,0.4,,,107.61,99.00442477876106,workday
24.03.2022,103.1618,6408.41,20.0,0.4,2474.52,2578.51,107.61,99.00442477876106,workday
25.03.2022,96.0458,6008.83,20.0,0.4,2620.62,2484.13,107.61,99.00442477876106,workday
26.03.2022,95.6618,6017.86,,0.4,,,107.61,99.00442477876106,day off
27.03.2022,,,,0.4,,,107.61,99.00442477876106,day off
28.03.2022,,,20.0,0.4,2479.49,2430.7,107.61,99.00442477876106,workday
29.03.2022,93.7125,5805.91,20.0,0.4,2442.43,2408.49,107.61,99.00442477876106,workday
30.03.2022,86.2843,5301.45,20.0,0.4,2437.92,2513.03,107.61,99.00442477876106,workday
31.03.2022,84.0851,5184.57,20.0,0.4,2535.32,2703.51,107.61,99.00442477876106,workday
01.04.2022,83.4097,5159.82,20.0,0.4,2714.62,2759.64,101.56,99.60535114739216,workday
02.04.2022,83.4285,5185.8,,0.4,,,101.56,99.60535114739216,day off
03.04.2022,,,,0.4,,,101.56,99.60535114739216,day off
04.04.2022,,,20.0,0.4,2775.06,2787.69,101.56,99.60535114739216,workday
05.04.2022,83.5932,5185.42,20.0,0.4,2796.56,2662.79,101.56,99.60535114739216,workday
06.04.2022,83.352,5172.87,20.0,0.4,2641.79,2611.43,101.56,99.60535114739216,workday
07.04.2022,82.5962,5162.48,20.0,0.4,2618.26,2635.39,101.56,99.60535114739216,workday
08.04.2022,76.2547,4732.04,20.0,0.4,2649.16,2592.72,101.56,99.60535114739216,workday
09.04.2022,74.8501,4650.29,,0.4,,,101.56,99.60535114739216,day off
10.04.2022,,,,0.4,,,101.56,99.60535114739216,day off
11.04.2022,,,17.0,0.4,2596.17,2557.16,101.56,99.60535114739216,workday
12.04.2022,79.1596,4940.94,17.0,0.4,2559.22,2540.99,101.56,99.60535114739216,workday
13.04.2022,79.6274,4996.12,17.0,0.4,2546.64,2528.42,101.56,99.60535114739216,workday
14.04.2022,79.8471,5033.78,17.0,0.4,2530.9,2404.73,101.56,99.60535114739216,workday
15.04.2022,81.288,5166.17,17.0,0.4,2403.16,2424.99,101.56,99.60535114739216,workday
16.04.2022,80.0437,5052.35,,0.4,,,101.56,99.60535114739216,day off
17.04.2022,,,,0.4,,,101.56,99.60535114739216,day off
18.04.2022,,,17.0,0.4,2430.91,2342.63,101.56,99.60535114739216,workday
19.04.2022,79.4529,5015.06,17.0,0.4,2342.53,2317.46,101.56,99.60535114739216,workday
20.04.2022,79.0287,4988.28,17.0,0.4,2326.03,2330.73,101.56,99.60535114739216,workday
21.04.2022,77.0809,4867.2,17.0,0.4,2334.97,2271.05,101.56,99.60535114739216,workday
22.04.2022,74.999,4700.9,17.0,0.4,2271.18,2232.23,101.56,99.60535114739216,workday
23.04.2022,73.505,4593.43,,0.4,,,101.56,99.60535114739216,day off
24.04.2022,,,,0.4,,,101.56,99.60535114739216,day off
25.04.2022,,,17.0,0.4,2236.32,2186.22,101.56,99.60535114739216,workday
26.04.2022,73.3611,4579.36,17.0,0.4,2190.97,2318.46,101.56,99.60535114739216,workday
27.04.2022,72.7089,4429.83,17.0,0.4,2326.27,2424.28,101.56,99.60535114739216,workday
28.04.2022,72.8764,4462.53,17.0,0.4,2434.86,2383.66,101.56,99.60535114739216,workday
29.04.2022,72.2953,4383.25,17.0,0.4,2390.83,2445.17,101.56,99.60535114739216,workday
30.04.2022,71.0237,4312.32,,0.4,,,101.56,99.60535114739216,day off
01.05.2022,,,,0.4,,,100.12,99.08778169932846,day off
02.05.2022,,,,0.4,,,100.12,99.08778169932846,day off
03.05.2022,,,,0.4,,,100.12,99.08778169932846,day off
04.05.2022,,,14.0,0.4,2444.25,2373.16,100.12,99.08778169932846,workday
05.05.2022,69.416,4172.75,14.0,0.9,2379.04,2404.8,100.12,99.08778169932846,workday
